@relation 'mobile_price-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.RenameNominalValues-Rwifi-NYes:yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rwifi-Nhas:yes, YES:yes, Has:yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rwifi-Nnot:no, NO:no, No:no, Not:no-weka.filters.unsupervised.attribute.RenameNominalValues-Rthree_g-Nnot:no, NO:no, No:no, Not:no-weka.filters.unsupervised.attribute.RenameNominalValues-Rthree_g-NYes:yes, Has:yes, YES:yes, has:yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rdual_sim-NYes:yes, Has:yes, YES:yes, has:yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rdual_sim-NYes:yes, Has:yes, YES:yes, has:yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rblue-NYes:yes, Has:yes, YES:yes, has:yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rblue-NNo:no, NO:no, Not:no, not:no-weka.filters.unsupervised.attribute.RenameNominalValues-Rdual_sim-NNo:no, NO:no, Not:no, not:no-weka.filters.unsupervised.attribute.Discretize-B8-M-1.0-R10-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-Rn_cores-N\'\\\'(-inf-1.875]\\\'\':1, \'\\\'(1.875-2.75]\\\'\':2, \'\\\'(2.75-3.625]\\\'\':3,  \'\\\'(3.625-4.5]\\\'\':4, \'\\\'(4.5-5.375]\\\'\':5, \'\\\'(5.375-6.25]\\\'\':6, \'\\\'(6.25-7.125]\\\'\':7, \'\\\'(7.125-inf)\\\'\':8-weka.filters.unsupervised.attribute.RenameNominalValues-Rn_cores-N\'\\\'(-inf-1.875]\\\'\':1, \'\\\'(1.875-2.75]\\\'\':2, \'\\\'(2.75-3.625]\\\'\':3,  \'\\\'(3.625-4.5]\\\'\':4, \'\\\'(4.5-5.375]\\\'\':5, \'\\\'(5.375-6.25]\\\'\':6, \'\\\'(6.25-7.125]\\\'\':7, \'\\\'(7.125-inf)\\\'\':8-weka.filters.unsupervised.attribute.RenameNominalValues-Rn_cores-N\'(-inf-1.875]\':1, \'(1.875-2.75]\':2, \'(2.75-3.625]\':3,  \'(3.625-4.5]\':4, \'(4.5-5.375]\':5, \'(5.375-6.25]\':6, \'(6.25-7.125]\':7, \'(7.125-inf)\':8-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R6-precision6-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R19-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R1-20-precision6-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-P-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-P-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-P-weka.filters.unsupervised.attribute.Remove-R22-25-weka.filters.unsupervised.attribute.InterquartileRange-R1-20-O3.0-E6.0-P-weka.filters.unsupervised.attribute.InterquartileRange-R1-20-O3.0-E6.0-P-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-P-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R22-23-weka.filters.unsupervised.attribute.RenameNominalValues-Rfour_g-N\'(-inf-0.5)\': no, \'(0.5-inf)\':yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rfour_g-N\'(-inf-0.5]\': no, \'(0.5-inf)\':yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rfour_g-N\'(-inf-0.5]\': no, \'(0.5-inf)\':yes-weka.filters.unsupervised.attribute.RenameNominalValues-Rtouch_screen-N\'(-inf-0.5]\': no, \'(0.5-inf)\':yes_clustered'

@attribute Instance_number numeric
@attribute battery_power {'\'(-inf-650.7]\'','\'(650.7-800.4]\'','\'(800.4-950.1]\'','\'(950.1-1099.8]\'','\'(1099.8-1249.5]\'','\'(1249.5-1399.2]\'','\'(1399.2-1548.9]\'','\'(1548.9-1698.6]\'','\'(1698.6-1848.3]\'','\'(1848.3-inf)\''}
@attribute blue {no,yes}
@attribute clock_speed {'\'(-inf-0.75]\'','\'(0.75-1]\'','\'(1-1.25]\'','\'(1.25-1.5]\'','\'(1.5-1.75]\'','\'(1.75-2]\'','\'(2-2.25]\'','\'(2.25-2.5]\'','\'(2.5-2.75]\'','\'(2.75-inf)\''}
@attribute dual_sim {no,yes}
@attribute fc {'\'(-inf-1.9]\'','\'(1.9-3.8]\'','\'(3.8-5.7]\'','\'(5.7-7.6]\'','\'(7.6-9.5]\'','\'(9.5-11.4]\'','\'(11.4-13.3]\'','\'(13.3-15.2]\'','\'(15.2-17.1]\'','\'(17.1-inf)\''}
@attribute four_g {no,yes}
@attribute int_memory {'\'(-inf-8.2]\'','\'(8.2-14.4]\'','\'(14.4-20.6]\'','\'(20.6-26.8]\'','\'(26.8-33]\'','\'(33-39.2]\'','\'(39.2-45.4]\'','\'(45.4-51.6]\'','\'(51.6-57.8]\'','\'(57.8-inf)\''}
@attribute m_dep {'\'(-inf-0.19]\'','\'(0.19-0.28]\'','\'(0.28-0.37]\'','\'(0.37-0.46]\'','\'(0.46-0.55]\'','\'(0.55-0.64]\'','\'(0.64-0.73]\'','\'(0.73-0.82]\'','\'(0.82-0.91]\'','\'(0.91-inf)\''}
@attribute mobile_wt {'\'(-inf-92]\'','\'(92-104]\'','\'(104-116]\'','\'(116-128]\'','\'(128-140]\'','\'(140-152]\'','\'(152-164]\'','\'(164-176]\'','\'(176-188]\'','\'(188-inf)\''}
@attribute n_cores {1,2,3,4,5,6,7,8}
@attribute pc {'\'(-inf-2]\'','\'(2-4]\'','\'(4-6]\'','\'(6-8]\'','\'(8-10]\'','\'(10-12]\'','\'(12-14]\'','\'(14-16]\'','\'(16-18]\'','\'(18-inf)\''}
@attribute px_height {'\'(-inf-196]\'','\'(196-392]\'','\'(392-588]\'','\'(588-784]\'','\'(784-980]\'','\'(980-1176]\'','\'(1176-1372]\'','\'(1372-1568]\'','\'(1568-1764]\'','\'(1764-inf)\''}
@attribute px_width {'\'(-inf-649.8]\'','\'(649.8-799.6]\'','\'(799.6-949.4]\'','\'(949.4-1099.2]\'','\'(1099.2-1249]\'','\'(1249-1398.8]\'','\'(1398.8-1548.6]\'','\'(1548.6-1698.4]\'','\'(1698.4-1848.2]\'','\'(1848.2-inf)\''}
@attribute ram {'\'(-inf-630.2]\'','\'(630.2-1004.4]\'','\'(1004.4-1378.6]\'','\'(1378.6-1752.8]\'','\'(1752.8-2127]\'','\'(2127-2501.2]\'','\'(2501.2-2875.4]\'','\'(2875.4-3249.6]\'','\'(3249.6-3623.8]\'','\'(3623.8-inf)\''}
@attribute sc_h {'\'(-inf-6.4]\'','\'(6.4-7.8]\'','\'(7.8-9.2]\'','\'(9.2-10.6]\'','\'(10.6-12]\'','\'(12-13.4]\'','\'(13.4-14.8]\'','\'(14.8-16.2]\'','\'(16.2-17.6]\'','\'(17.6-inf)\''}
@attribute sc_w {'\'(-inf-1.8]\'','\'(1.8-3.6]\'','\'(3.6-5.4]\'','\'(5.4-7.2]\'','\'(7.2-9]\'','\'(9-10.8]\'','\'(10.8-12.6]\'','\'(12.6-14.4]\'','\'(14.4-16.2]\'','\'(16.2-inf)\''}
@attribute talk_time {'\'(-inf-3.8]\'','\'(3.8-5.6]\'','\'(5.6-7.4]\'','\'(7.4-9.2]\'','\'(9.2-11]\'','\'(11-12.8]\'','\'(12.8-14.6]\'','\'(14.6-16.4]\'','\'(16.4-18.2]\'','\'(18.2-inf)\''}
@attribute three_g {no,yes}
@attribute touch_screen {no,yes}
@attribute wifi {yes,no}
@attribute price_category {0,1}
@attribute Cluster {cluster0,cluster1}

@data
1013,'\'(1548.9-1698.6]\'',no,'\'(1.75-2]\'',no,'\'(-inf-1.9]\'',no,'\'(51.6-57.8]\'','\'(0.91-inf)\'','\'(176-188]\'',6,'\'(-inf-2]\'','\'(1176-1372]\'','\'(1099.2-1249]\'','\'(1378.6-1752.8]\'','\'(6.4-7.8]\'','\'(3.6-5.4]\'','\'(5.6-7.4]\'',yes,no,no,0,cluster0
1014,'\'(1548.9-1698.6]\'',no,'\'(1.5-1.75]\'',yes,'\'(1.9-3.8]\'',yes,'\'(26.8-33]\'','\'(0.82-0.91]\'','\'(104-116]\'',2,'\'(18-inf)\'','\'(-inf-196]\'','\'(799.6-949.4]\'','\'(-inf-630.2]\'','\'(7.8-9.2]\'','\'(-inf-1.8]\'','\'(5.6-7.4]\'',yes,yes,no,0,cluster0
1015,'\'(1249.5-1399.2]\'',no,'\'(-inf-0.75]\'',no,'\'(3.8-5.7]\'',no,'\'(51.6-57.8]\'','\'(0.46-0.55]\'','\'(164-176]\'',4,'\'(18-inf)\'','\'(392-588]\'','\'(649.8-799.6]\'','\'(2875.4-3249.6]\'','\'(12-13.4]\'','\'(5.4-7.2]\'','\'(7.4-9.2]\'',no,no,no,0,cluster0
1016,'\'(-inf-650.7]\'',yes,'\'(2.75-inf)\'',no,'\'(-inf-1.9]\'',yes,'\'(51.6-57.8]\'','\'(-inf-0.19]\'','\'(164-176]\'',7,'\'(14-16]\'','\'(-inf-196]\'','\'(1848.2-inf)\'','\'(1378.6-1752.8]\'','\'(-inf-6.4]\'','\'(-inf-1.8]\'','\'(18.2-inf)\'',yes,no,yes,0,cluster0
1017,'\'(1099.8-1249.5]\'',no,'\'(-inf-0.75]\'',no,'\'(-inf-1.9]\'',yes,'\'(26.8-33]\'','\'(0.46-0.55]\'','\'(128-140]\'',1,'\'(6-8]\'','\'(1764-inf)\'','\'(1848.2-inf)\'','\'(2127-2501.2]\'','\'(12-13.4]\'','\'(10.8-12.6]\'','\'(9.2-11]\'',yes,yes,yes,1,cluster0
1018,'\'(950.1-1099.8]\'',yes,'\'(-inf-0.75]\'',no,'\'(11.4-13.3]\'',no,'\'(57.8-inf)\'','\'(0.64-0.73]\'','\'(176-188]\'',8,'\'(16-18]\'','\'(1372-1568]\'','\'(1698.4-1848.2]\'','\'(3623.8-inf)\'','\'(10.6-12]\'','\'(-inf-1.8]\'','\'(5.6-7.4]\'',no,no,yes,1,cluster0
1019,'\'(1848.3-inf)\'',no,'\'(2.5-2.75]\'',yes,'\'(1.9-3.8]\'',yes,'\'(57.8-inf)\'','\'(0.19-0.28]\'','\'(152-164]\'',4,'\'(18-inf)\'','\'(196-392]\'','\'(1398.8-1548.6]\'','\'(1004.4-1378.6]\'','\'(-inf-6.4]\'','\'(1.8-3.6]\'','\'(14.6-16.4]\'',yes,yes,yes,0,cluster0
1020,'\'(1099.8-1249.5]\'',no,'\'(-inf-0.75]\'',yes,'\'(-inf-1.9]\'',yes,'\'(20.6-26.8]\'','\'(0.37-0.46]\'','\'(152-164]\'',4,'\'(-inf-2]\'','\'(784-980]\'','\'(799.6-949.4]\'','\'(3249.6-3623.8]\'','\'(6.4-7.8]\'','\'(3.6-5.4]\'','\'(5.6-7.4]\'',yes,no,no,1,cluster0
1021,'\'(1698.6-1848.3]\'',no,'\'(-inf-0.75]\'',yes,'\'(-inf-1.9]\'',no,'\'(57.8-inf)\'','\'(0.46-0.55]\'','\'(92-104]\'',4,'\'(2-4]\'','\'(392-588]\'','\'(1698.4-1848.2]\'','\'(3623.8-inf)\'','\'(16.2-17.6]\'','\'(9-10.8]\'','\'(11-12.8]\'',no,yes,yes,1,cluster0
1022,'\'(950.1-1099.8]\'',no,'\'(-inf-0.75]\'',no,'\'(11.4-13.3]\'',yes,'\'(57.8-inf)\'','\'(0.28-0.37]\'','\'(140-152]\'',3,'\'(18-inf)\'','\'(392-588]\'','\'(949.4-1099.2]\'','\'(1378.6-1752.8]\'','\'(16.2-17.6]\'','\'(9-10.8]\'','\'(-inf-3.8]\'',yes,yes,yes,0,cluster0
1023,'\'(1548.9-1698.6]\'',no,'\'(2.5-2.75]\'',no,'\'(5.7-7.6]\'',no,'\'(57.8-inf)\'','\'(0.19-0.28]\'','\'(-inf-92]\'',3,'\'(14-16]\'','\'(392-588]\'','\'(-inf-649.8]\'','\'(-inf-630.2]\'','\'(13.4-14.8]\'','\'(7.2-9]\'','\'(12.8-14.6]\'',yes,yes,yes,0,cluster0
1024,'\'(800.4-950.1]\'',yes,'\'(-inf-0.75]\'',no,'\'(7.6-9.5]\'',no,'\'(51.6-57.8]\'','\'(-inf-0.19]\'','\'(152-164]\'',5,'\'(8-10]\'','\'(588-784]\'','\'(799.6-949.4]\'','\'(1004.4-1378.6]\'','\'(13.4-14.8]\'','\'(10.8-12.6]\'','\'(12.8-14.6]\'',no,yes,no,0,cluster1
1025,'\'(950.1-1099.8]\'',yes,'\'(2.25-2.5]\'',yes,'\'(11.4-13.3]\'',no,'\'(45.4-51.6]\'','\'(0.91-inf)\'','\'(92-104]\'',3,'\'(16-18]\'','\'(196-392]\'','\'(-inf-649.8]\'','\'(-inf-630.2]\'','\'(7.8-9.2]\'','\'(-inf-1.8]\'','\'(5.6-7.4]\'',no,no,yes,0,cluster1
1026,'\'(-inf-650.7]\'',no,'\'(2.25-2.5]\'',no,'\'(-inf-1.9]\'',yes,'\'(51.6-57.8]\'','\'(0.19-0.28]\'','\'(140-152]\'',4,'\'(-inf-2]\'','\'(392-588]\'','\'(1099.2-1249]\'','\'(1004.4-1378.6]\'','\'(17.6-inf)\'','\'(10.8-12.6]\'','\'(5.6-7.4]\'',yes,no,no,0,cluster0
1027,'\'(-inf-650.7]\'',no,'\'(1.25-1.5]\'',yes,'\'(5.7-7.6]\'',no,'\'(33-39.2]\'','\'(0.19-0.28]\'','\'(188-inf)\'',2,'\'(10-12]\'','\'(588-784]\'','\'(1698.4-1848.2]\'','\'(1378.6-1752.8]\'','\'(-inf-6.4]\'','\'(-inf-1.8]\'','\'(12.8-14.6]\'',no,yes,no,0,cluster0
1028,'\'(950.1-1099.8]\'',yes,'\'(-inf-0.75]\'',no,'\'(-inf-1.9]\'',yes,'\'(-inf-8.2]\'','\'(-inf-0.19]\'','\'(152-164]\'',2,'\'(-inf-2]\'','\'(-inf-196]\'','\'(1548.6-1698.4]\'','\'(1752.8-2127]\'','\'(10.6-12]\'','\'(3.6-5.4]\'','\'(-inf-3.8]\'',yes,yes,no,0,cluster1
1029,'\'(1548.9-1698.6]\'',yes,'\'(1.25-1.5]\'',yes,'\'(-inf-1.9]\'',yes,'\'(33-39.2]\'','\'(0.28-0.37]\'','\'(152-164]\'',5,'\'(-inf-2]\'','\'(-inf-196]\'','\'(649.8-799.6]\'','\'(2501.2-2875.4]\'','\'(10.6-12]\'','\'(10.8-12.6]\'','\'(18.2-inf)\'',yes,no,no,0,cluster1
1030,'\'(1548.9-1698.6]\'',yes,'\'(2.25-2.5]\'',yes,'\'(5.7-7.6]\'',no,'\'(14.4-20.6]\'','\'(0.28-0.37]\'','\'(164-176]\'',1,'\'(6-8]\'','\'(784-980]\'','\'(949.4-1099.2]\'','\'(2127-2501.2]\'','\'(-inf-6.4]\'','\'(1.8-3.6]\'','\'(18.2-inf)\'',yes,yes,yes,0,cluster0
1031,'\'(1848.3-inf)\'',yes,'\'(-inf-0.75]\'',yes,'\'(1.9-3.8]\'',no,'\'(39.2-45.4]\'','\'(0.91-inf)\'','\'(-inf-92]\'',6,'\'(8-10]\'','\'(196-392]\'','\'(649.8-799.6]\'','\'(2501.2-2875.4]\'','\'(7.8-9.2]\'','\'(3.6-5.4]\'','\'(-inf-3.8]\'',no,yes,yes,0,cluster1
1032,'\'(1698.6-1848.3]\'',no,'\'(1-1.25]\'',no,'\'(7.6-9.5]\'',yes,'\'(8.2-14.4]\'','\'(0.82-0.91]\'','\'(104-116]\'',7,'\'(16-18]\'','\'(196-392]\'','\'(1548.6-1698.4]\'','\'(1378.6-1752.8]\'','\'(16.2-17.6]\'','\'(14.4-16.2]\'','\'(11-12.8]\'',yes,yes,yes,0,cluster0
1033,'\'(1548.9-1698.6]\'',yes,'\'(1.25-1.5]\'',no,'\'(-inf-1.9]\'',no,'\'(39.2-45.4]\'','\'(-inf-0.19]\'','\'(128-140]\'',4,'\'(-inf-2]\'','\'(588-784]\'','\'(1548.6-1698.4]\'','\'(2501.2-2875.4]\'','\'(-inf-6.4]\'','\'(3.6-5.4]\'','\'(14.6-16.4]\'',yes,no,no,0,cluster1
1034,'\'(1848.3-inf)\'',yes,'\'(1.25-1.5]\'',no,'\'(5.7-7.6]\'',no,'\'(51.6-57.8]\'','\'(0.28-0.37]\'','\'(140-152]\'',7,'\'(10-12]\'','\'(784-980]\'','\'(1099.2-1249]\'','\'(-inf-630.2]\'','\'(-inf-6.4]\'','\'(1.8-3.6]\'','\'(18.2-inf)\'',no,no,no,0,cluster1
1035,'\'(1548.9-1698.6]\'',no,'\'(1.5-1.75]\'',no,'\'(-inf-1.9]\'',no,'\'(8.2-14.4]\'','\'(0.82-0.91]\'','\'(92-104]\'',3,'\'(-inf-2]\'','\'(-inf-196]\'','\'(649.8-799.6]\'','\'(-inf-630.2]\'','\'(-inf-6.4]\'','\'(-inf-1.8]\'','\'(3.8-5.6]\'',no,yes,yes,0,cluster0
1036,'\'(650.7-800.4]\'',no,'\'(2.25-2.5]\'',yes,'\'(-inf-1.9]\'',no,'\'(51.6-57.8]\'','\'(0.73-0.82]\'','\'(128-140]\'',7,'\'(2-4]\'','\'(392-588]\'','\'(1848.2-inf)\'','\'(3623.8-inf)\'','\'(16.2-17.6]\'','\'(-inf-1.8]\'','\'(3.8-5.6]\'',no,yes,no,1,cluster0
1037,'\'(1099.8-1249.5]\'',no,'\'(1.5-1.75]\'',no,'\'(-inf-1.9]\'',yes,'\'(57.8-inf)\'','\'(0.37-0.46]\'','\'(188-inf)\'',2,'\'(12-14]\'','\'(588-784]\'','\'(1398.8-1548.6]\'','\'(1004.4-1378.6]\'','\'(-inf-6.4]\'','\'(-inf-1.8]\'','\'(-inf-3.8]\'',yes,yes,yes,0,cluster0
1038,'\'(1099.8-1249.5]\'',no,'\'(2.75-inf)\'',no,'\'(-inf-1.9]\'',no,'\'(26.8-33]\'','\'(0.55-0.64]\'','\'(176-188]\'',3,'\'(2-4]\'','\'(1568-1764]\'','\'(1848.2-inf)\'','\'(1378.6-1752.8]\'','\'(13.4-14.8]\'','\'(9-10.8]\'','\'(-inf-3.8]\'',no,yes,no,0,cluster0
1039,'\'(-inf-650.7]\'',yes,'\'(-inf-0.75]\'',yes,'\'(1.9-3.8]\'',yes,'\'(45.4-51.6]\'','\'(0.82-0.91]\'','\'(164-176]\'',5,'\'(12-14]\'','\'(196-392]\'','\'(1698.4-1848.2]\'','\'(1752.8-2127]\'','\'(12-13.4]\'','\'(3.6-5.4]\'','\'(7.4-9.2]\'',yes,no,no,0,cluster1
1040,'\'(1099.8-1249.5]\'',no,'\'(-inf-0.75]\'',no,'\'(11.4-13.3]\'',yes,'\'(8.2-14.4]\'','\'(0.64-0.73]\'','\'(152-164]\'',7,'\'(12-14]\'','\'(196-392]\'','\'(1698.4-1848.2]\'','\'(-inf-630.2]\'','\'(7.8-9.2]\'','\'(1.8-3.6]\'','\'(3.8-5.6]\'',yes,yes,yes,0,cluster0
1041,'\'(1698.6-1848.3]\'',no,'\'(2-2.25]\'',no,'\'(1.9-3.8]\'',yes,'\'(57.8-inf)\'','\'(0.55-0.64]\'','\'(-inf-92]\'',7,'\'(6-8]\'','\'(1372-1568]\'','\'(1848.2-inf)\'','\'(2127-2501.2]\'','\'(17.6-inf)\'','\'(12.6-14.4]\'','\'(5.6-7.4]\'',yes,no,yes,1,cluster0
1042,'\'(1548.9-1698.6]\'',no,'\'(2.75-inf)\'',yes,'\'(-inf-1.9]\'',yes,'\'(51.6-57.8]\'','\'(0.19-0.28]\'','\'(-inf-92]\'',3,'\'(6-8]\'','\'(1372-1568]\'','\'(1548.6-1698.4]\'','\'(1752.8-2127]\'','\'(6.4-7.8]\'','\'(-inf-1.8]\'','\'(5.6-7.4]\'',yes,no,no,0,cluster1
1043,'\'(1848.3-inf)\'',no,'\'(2.75-inf)\'',yes,'\'(3.8-5.7]\'',yes,'\'(14.4-20.6]\'','\'(0.19-0.28]\'','\'(128-140]\'',2,'\'(12-14]\'','\'(392-588]\'','\'(-inf-649.8]\'','\'(630.2-1004.4]\'','\'(14.8-16.2]\'','\'(1.8-3.6]\'','\'(-inf-3.8]\'',yes,no,no,0,cluster1
1044,'\'(1099.8-1249.5]\'',yes,'\'(2.75-inf)\'',yes,'\'(1.9-3.8]\'',no,'\'(33-39.2]\'','\'(0.73-0.82]\'','\'(140-152]\'',7,'\'(12-14]\'','\'(980-1176]\'','\'(1698.4-1848.2]\'','\'(1378.6-1752.8]\'','\'(9.2-10.6]\'','\'(-inf-1.8]\'','\'(11-12.8]\'',no,no,no,0,cluster1
1045,'\'(-inf-650.7]\'',no,'\'(1-1.25]\'',no,'\'(9.5-11.4]\'',no,'\'(57.8-inf)\'','\'(0.64-0.73]\'','\'(188-inf)\'',7,'\'(12-14]\'','\'(-inf-196]\'','\'(1848.2-inf)\'','\'(2875.4-3249.6]\'','\'(16.2-17.6]\'','\'(-inf-1.8]\'','\'(18.2-inf)\'',no,yes,no,0,cluster0
1046,'\'(950.1-1099.8]\'',no,'\'(2-2.25]\'',no,'\'(3.8-5.7]\'',no,'\'(-inf-8.2]\'','\'(0.46-0.55]\'','\'(152-164]\'',5,'\'(12-14]\'','\'(392-588]\'','\'(949.4-1099.2]\'','\'(3623.8-inf)\'','\'(-inf-6.4]\'','\'(3.6-5.4]\'','\'(12.8-14.6]\'',yes,no,no,1,cluster1
1047,'\'(-inf-650.7]\'',no,'\'(1-1.25]\'',no,'\'(-inf-1.9]\'',no,'\'(26.8-33]\'','\'(0.73-0.82]\'','\'(152-164]\'',8,'\'(4-6]\'','\'(784-980]\'','\'(799.6-949.4]\'','\'(2501.2-2875.4]\'','\'(10.6-12]\'','\'(5.4-7.2]\'','\'(14.6-16.4]\'',no,yes,yes,0,cluster0
1048,'\'(1848.3-inf)\'',yes,'\'(2-2.25]\'',no,'\'(-inf-1.9]\'',no,'\'(-inf-8.2]\'','\'(0.19-0.28]\'','\'(164-176]\'',7,'\'(8-10]\'','\'(784-980]\'','\'(799.6-949.4]\'','\'(3623.8-inf)\'','\'(10.6-12]\'','\'(7.2-9]\'','\'(5.6-7.4]\'',no,yes,yes,1,cluster0
1049,'\'(650.7-800.4]\'',yes,'\'(1.5-1.75]\'',yes,'\'(1.9-3.8]\'',yes,'\'(20.6-26.8]\'','\'(-inf-0.19]\'','\'(-inf-92]\'',1,'\'(4-6]\'','\'(588-784]\'','\'(949.4-1099.2]\'','\'(1752.8-2127]\'','\'(6.4-7.8]\'','\'(1.8-3.6]\'','\'(16.4-18.2]\'',yes,yes,no,0,cluster1
1050,'\'(650.7-800.4]\'',no,'\'(-inf-0.75]\'',yes,'\'(-inf-1.9]\'',yes,'\'(20.6-26.8]\'','\'(0.73-0.82]\'','\'(-inf-92]\'',1,'\'(6-8]\'','\'(392-588]\'','\'(799.6-949.4]\'','\'(1752.8-2127]\'','\'(16.2-17.6]\'','\'(10.8-12.6]\'','\'(7.4-9.2]\'',yes,no,yes,0,cluster0
1051,'\'(800.4-950.1]\'',no,'\'(1.5-1.75]\'',no,'\'(1.9-3.8]\'',yes,'\'(33-39.2]\'','\'(0.28-0.37]\'','\'(92-104]\'',3,'\'(6-8]\'','\'(588-784]\'','\'(1698.4-1848.2]\'','\'(1752.8-2127]\'','\'(10.6-12]\'','\'(7.2-9]\'','\'(12.8-14.6]\'',yes,yes,yes,0,cluster0
1052,'\'(-inf-650.7]\'',no,'\'(1.75-2]\'',yes,'\'(-inf-1.9]\'',no,'\'(33-39.2]\'','\'(0.37-0.46]\'','\'(152-164]\'',5,'\'(2-4]\'','\'(196-392]\'','\'(-inf-649.8]\'','\'(2501.2-2875.4]\'','\'(16.2-17.6]\'','\'(1.8-3.6]\'','\'(9.2-11]\'',yes,yes,no,0,cluster1
1053,'\'(-inf-650.7]\'',yes,'\'(0.75-1]\'',no,'\'(-inf-1.9]\'',yes,'\'(-inf-8.2]\'','\'(-inf-0.19]\'','\'(92-104]\'',8,'\'(6-8]\'','\'(1568-1764]\'','\'(1698.4-1848.2]\'','\'(3249.6-3623.8]\'','\'(14.8-16.2]\'','\'(12.6-14.4]\'','\'(-inf-3.8]\'',yes,no,yes,1,cluster1
1054,'\'(1698.6-1848.3]\'',no,'\'(-inf-0.75]\'',yes,'\'(9.5-11.4]\'',no,'\'(26.8-33]\'','\'(0.37-0.46]\'','\'(152-164]\'',5,'\'(12-14]\'','\'(392-588]\'','\'(649.8-799.6]\'','\'(1004.4-1378.6]\'','\'(14.8-16.2]\'','\'(1.8-3.6]\'','\'(18.2-inf)\'',yes,no,yes,0,cluster0
1055,'\'(1698.6-1848.3]\'',yes,'\'(-inf-0.75]\'',yes,'\'(-inf-1.9]\'',no,'\'(14.4-20.6]\'','\'(-inf-0.19]\'','\'(128-140]\'',2,'\'(2-4]\'','\'(392-588]\'','\'(-inf-649.8]\'','\'(1004.4-1378.6]\'','\'(12-13.4]\'','\'(1.8-3.6]\'','\'(5.6-7.4]\'',no,no,no,0,cluster1
1056,'\'(800.4-950.1]\'',no,'\'(-inf-0.75]\'',yes,'\'(-inf-1.9]\'',no,'\'(57.8-inf)\'','\'(0.91-inf)\'','\'(104-116]\'',4,'\'(6-8]\'','\'(-inf-196]\'','\'(1249-1398.8]\'','\'(2875.4-3249.6]\'','\'(-inf-6.4]\'','\'(-inf-1.8]\'','\'(-inf-3.8]\'',no,no,no,0,cluster0
1057,'\'(950.1-1099.8]\'',yes,'\'(-inf-0.75]\'',no,'\'(-inf-1.9]\'',yes,'\'(26.8-33]\'','\'(0.82-0.91]\'','\'(152-164]\'',6,'\'(-inf-2]\'','\'(980-1176]\'','\'(1698.4-1848.2]\'','\'(2127-2501.2]\'','\'(6.4-7.8]\'','\'(3.6-5.4]\'','\'(3.8-5.6]\'',yes,yes,no,0,cluster0
1058,'\'(-inf-650.7]\'',no,'\'(0.75-1]\'',no,'\'(7.6-9.5]\'',yes,'\'(14.4-20.6]\'','\'(0.19-0.28]\'','\'(176-188]\'',8,'\'(10-12]\'','\'(392-588]\'','\'(949.4-1099.2]\'','\'(2501.2-2875.4]\'','\'(6.4-7.8]\'','\'(3.6-5.4]\'','\'(16.4-18.2]\'',yes,yes,yes,0,cluster0
1059,'\'(1848.3-inf)\'',no,'\'(2.75-inf)\'',yes,'\'(-inf-1.9]\'',yes,'\'(14.4-20.6]\'','\'(0.73-0.82]\'','\'(164-176]\'',8,'\'(10-12]\'','\'(980-1176]\'','\'(949.4-1099.2]\'','\'(2127-2501.2]\'','\'(6.4-7.8]\'','\'(1.8-3.6]\'','\'(18.2-inf)\'',yes,yes,no,0,cluster0
1060,'\'(1399.2-1548.9]\'',yes,'\'(2.25-2.5]\'',no,'\'(1.9-3.8]\'',no,'\'(26.8-33]\'','\'(-inf-0.19]\'','\'(140-152]\'',4,'\'(4-6]\'','\'(784-980]\'','\'(949.4-1099.2]\'','\'(2875.4-3249.6]\'','\'(17.6-inf)\'','\'(16.2-inf)\'','\'(-inf-3.8]\'',yes,no,no,1,cluster1
1061,'\'(1399.2-1548.9]\'',yes,'\'(-inf-0.75]\'',yes,'\'(3.8-5.7]\'',no,'\'(26.8-33]\'','\'(0.19-0.28]\'','\'(116-128]\'',1,'\'(4-6]\'','\'(784-980]\'','\'(1099.2-1249]\'','\'(1004.4-1378.6]\'','\'(13.4-14.8]\'','\'(3.6-5.4]\'','\'(16.4-18.2]\'',yes,no,yes,0,cluster1
